review_id,order_id,product_id,customer_id,rating,review_text,review_date,helpful_count
REV00543,ORD000119,PRD019,CUST0525,4,"Kainnya tipis, agak kecewa.",2024-02-24,2
REV00544,ORD002335,PRD076,CUST0770,5,"Pengiriman cepat, packaging rapi.",2022-09-27,0
REV00545,ORD000354,PRD190,CUST0065,1,"Ukuran agak kekecilan, tapi bahan oke.",2024-06-26,9
REV00546,ORD001807,PRD078,CUST0726,4,"Modelnya keren, fit di badan.",2023-03-11,8
REV00547,ORD002652,PRD068,CUST0280,5,"Bahannya enak banget, jahitan rapi. Recommended!",2024-10-03,0
REV00548,ORD000817,PRD090,CUST0028,3,"Awalnya ragu, ternyata kualitasnya oke.",2024-06-19,0
REV00549,ORD002166,PRD187,CUST0098,4,Worth it dengan harganya.,2023-11-09,17
REV00550,ORD002920,PRD236,CUST0207,5,Warna agak beda dari foto.,2024-07-17,0
REV00551,ORD002249,PRD024,CUST0288,5,"Bagus banget, suka sama designnya.",2022-11-07,0
REV00552,ORD001665,PRD169,CUST0616,5,Pengiriman ngaret tapi barang bagus.,2023-12-05,3
REV00553,ORD001158,PRD131,CUST0075,5,"Ukuran agak kekecilan, tapi bahan oke.",2025-01-20,0
REV00554,ORD000694,PRD114,CUST0123,2,"Produk original, terima kasih seller.",2023-04-23,2
REV00555,ORD000232,PRD004,CUST0735,4,"Pengiriman cepat, packaging rapi.",2023-02-12,8
REV00556,ORD001444,PRD149,CUST0270,5,,2024-07-18,14
REV00557,ORD001095,PRD110,CUST0302,3,"Cocok buat hangout, modelnya kekinian.",2025-01-10,10
REV00558,ORD001009,PRD219,CUST0758,4,"Cocok buat hangout, modelnya kekinian.",2024-12-07,0
REV00559,ORD000549,PRD232,CUST0076,3,"Modelnya simple, gampang di-mix and match.",2024-06-27,2
REV00560,ORD002093,PRD231,CUST0576,5,"Bahannya enak banget, jahitan rapi. Recommended!",2023-06-24,1
REV00561,ORD002233,PRD054,CUST0231,5,"Suka banget, repeat order pasti.",2023-10-02,0
REV00562,ORD002995,PRD043,CUST0414,5,"Bagus banget, packaging juga aman.",2024-06-05,0
REV00563,ORD001418,PRD173,CUST0172,4,"Untuk harga segini, kualitasnya mantap.",2023-09-18,46
REV00564,ORD001549,PRD193,CUST0148,4,"Tidak sesuai ekspektasi, kurang puas.",2023-10-11,7
REV00565,ORD000605,PRD281,CUST0585,5,"Bagus banget, suka sama designnya.",2023-04-26,0
REV00566,ORD000337,PRD291,CUST0759,5,"Bagus banget, packaging juga aman.",2023-04-19,0
REV00567,ORD001085,PRD046,CUST0704,1,Pengiriman ngaret tapi barang bagus.,2024-07-28,25
REV00568,ORD001435,PRD258,CUST0742,5,"Bagus banget, packaging juga aman.",2023-02-15,14
REV00569,ORD001176,PRD189,CUST0554,4,"Cocok buat hangout, modelnya kekinian.",2022-11-30,1
REV00570,ORD002790,PRD251,CUST0608,5,"Pengiriman cepat, packaging rapi.",2023-03-17,0
REV00571,ORD002236,PRD103,CUST0771,4,Produknya bagus tapi pengiriman lama.,2025-02-07,11
REV00572,ORD000358,PRD217,CUST0783,5,"Sesuai deskripsi, akan beli lagi.",2023-06-04,4
REV00573,ORD000010,PRD034,CUST0200,5,"Bagus banget, suka sama designnya.",2023-04-21,0
REV00574,ORD001230,PRD207,CUST0757,2,"Suka banget, repeat order pasti.",2024-12-14,41
REV00575,ORD000778,PRD154,CUST0621,4,"Modelnya simple, gampang di-mix and match.",2024-02-25,0
REV00576,ORD001280,PRD068,CUST0615,5,"Bagus banget, packaging juga aman.",2025-03-01,26
REV00577,ORD002859,PRD243,CUST0055,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-10-18,0
REV00578,ORD001241,PRD249,CUST0505,5,"Bagus banget, suka sama designnya.",2023-06-23,0
REV00579,ORD000504,PRD254,CUST0285,4,Wah ini sih murah meriah tapi berkualitas.,2024-02-22,3
REV00580,ORD001193,PRD280,CUST0338,1,"Suka banget, repeat order pasti.",2023-02-11,0
REV00581,ORD002738,PRD290,CUST0460,4,"Modelnya simple, gampang di-mix and match.",2023-08-27,9
REV00582,ORD000036,PRD191,CUST0571,4,"Modelnya keren, fit di badan.",2024-07-17,46
REV00583,ORD000673,PRD292,CUST0598,5,"Modelnya simple, gampang di-mix and match.",2024-12-27,0
REV00584,ORD001274,PRD028,CUST0663,5,"Ukuran agak kekecilan, tapi bahan oke.",2023-07-26,41
REV00585,ORD001824,PRD245,CUST0344,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2024-04-21,8
REV00586,ORD002969,PRD093,CUST0033,3,Worth it dengan harganya.,2025-02-27,0
REV00587,ORD001839,PRD098,CUST0458,5,Kualitas oke untuk harga segini.,2023-07-30,16
REV00588,ORD001376,PRD066,CUST0465,5,"Awalnya ragu, ternyata kualitasnya oke.",2023-09-01,3
REV00589,ORD002467,PRD231,CUST0329,5,Kualitas oke untuk harga segini.,2024-06-02,9
REV00590,ORD000661,PRD200,CUST0636,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2023-11-03,1
REV00591,ORD001864,PRD207,CUST0268,5,"Mantap, langganan terus dari sini.",2022-01-21,15
REV00592,ORD001515,PRD271,CUST0296,4,"Modelnya simple, gampang di-mix and match.",2023-11-07,6
REV00593,ORD000443,PRD143,CUST0415,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-01-18,5
REV00594,ORD001307,PRD126,CUST0348,2,"Bahan adem, cocok buat sehari-hari.",2024-05-04,0
REV00595,ORD000477,PRD221,CUST0121,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2024-04-14,0
REV00596,ORD002196,PRD066,CUST0751,5,"Modelnya keren, fit di badan.",2022-03-15,27
REV00597,ORD000540,PRD006,CUST0034,5,"Modelnya keren, fit di badan.",2024-09-16,6
REV00598,ORD000598,PRD143,CUST0659,4,Pengiriman ngaret tapi barang bagus.,2023-03-11,9
REV00599,ORD001965,PRD038,CUST0101,4,"Modelnya simple, gampang di-mix and match.",2024-04-30,0
REV00600,ORD001339,PRD059,CUST0735,4,"Bahan premium, jahitan kuat.",2022-05-14,7
REV00601,ORD002766,PRD077,CUST0733,5,,2024-10-10,8
REV00602,ORD001222,PRD112,CUST0698,5,"Modelnya simple, gampang di-mix and match.",2024-04-05,24
REV00603,ORD000404,PRD052,CUST0742,5,"Pengiriman cepat, packaging rapi.",2024-08-17,10
REV00604,ORD000256,PRD217,CUST0577,3,"Bahan adem, cocok buat sehari-hari.",2024-09-23,9
REV00605,ORD000370,PRD088,CUST0511,4,"Bagus banget, packaging juga aman.",2023-07-13,4
REV00606,ORD001875,PRD129,CUST0015,4,"Suka banget, repeat order pasti.",2022-08-13,13
REV00607,ORD002832,PRD242,CUST0629,5,,2023-02-05,0
REV00608,ORD000294,PRD030,CUST0759,3,Warna agak beda dari foto.,2025-01-06,0
REV00609,ORD000433,PRD180,CUST0470,4,"Kainnya tipis, agak kecewa.",2022-03-02,0
REV00610,ORD001562,PRD252,CUST0005,4,"Ukuran pas di badan, warna sesuai foto.",2023-03-07,10
REV00611,ORD002851,PRD210,CUST0297,4,"Bahan premium, jahitan kuat.",2022-01-23,2
REV00612,ORD001687,PRD034,CUST0081,5,"Cocok buat hangout, modelnya kekinian.",2024-10-15,10
REV00613,ORD002350,PRD213,CUST0310,4,"Bahan premium, jahitan kuat.",2023-12-15,8
REV00614,ORD002125,PRD180,CUST0306,5,,2022-10-01,30
REV00615,ORD000112,PRD277,CUST0587,5,Pengiriman ngaret tapi barang bagus.,2025-01-06,9
REV00616,ORD002425,PRD048,CUST0790,3,"Awalnya ragu, ternyata kualitasnya oke.",2024-02-28,0
REV00617,ORD000099,PRD282,CUST0031,2,"Kainnya tipis, agak kecewa.",2024-03-16,7
REV00618,ORD000410,PRD290,CUST0631,5,"Bahan adem, cocok buat sehari-hari.",2023-04-29,14
REV00619,ORD001402,PRD182,CUST0389,1,Worth it dengan harganya.,2022-02-12,26
REV00620,ORD002830,PRD119,CUST0390,4,"Untuk harga segini, kualitasnya mantap.",2023-10-25,0
REV00621,ORD000169,PRD010,CUST0261,3,"Bahannya enak banget, jahitan rapi. Recommended!",2024-07-17,0
REV00622,ORD002953,PRD016,CUST0141,5,,2024-04-30,0
REV00623,ORD002840,PRD048,CUST0753,5,"Ukuran agak kekecilan, tapi bahan oke.",2023-06-11,0
REV00624,ORD002725,PRD008,CUST0736,5,"Modelnya simple, gampang di-mix and match.",2023-01-27,0
REV00625,ORD002180,PRD036,CUST0244,4,"Produk original, terima kasih seller.",2023-03-22,0
REV00626,ORD001103,PRD273,CUST0629,3,"Mantap, langganan terus dari sini.",2023-10-31,14
REV00627,ORD001935,PRD112,CUST0403,5,"Suka banget, repeat order pasti.",2023-03-13,0
REV00628,ORD002197,PRD032,CUST0494,3,"Pelayanan seller ramah, fast response.",2023-10-22,15
REV00629,ORD000697,PRD231,CUST0386,3,Wah ini sih murah meriah tapi berkualitas.,2024-11-13,0
REV00630,ORD001554,PRD047,CUST0729,1,"Suka banget, repeat order pasti.",2025-02-04,14
REV00631,ORD000814,PRD144,CUST0665,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2024-05-17,10
REV00632,ORD001490,PRD086,CUST0533,1,,2022-10-09,0
REV00633,ORD000328,PRD094,CUST0105,3,"Agak mengecewakan, bahannya panas.",2024-08-28,0
REV00634,ORD001991,PRD029,CUST0508,2,Kualitas oke untuk harga segini.,2024-05-08,0
REV00635,ORD001245,PRD232,CUST0493,4,,2023-12-06,0
REV00636,ORD000038,PRD133,CUST0252,4,"Ukuran agak kekecilan, tapi bahan oke.",2023-07-13,0
REV00637,ORD001683,PRD274,CUST0289,3,"Pengiriman cepat, packaging rapi.",2024-07-05,2
REV00638,ORD001480,PRD045,CUST0800,3,"Bahan premium, jahitan kuat.",2024-04-18,0
REV00639,ORD002597,PRD094,CUST0161,4,"Kainnya tipis, agak kecewa.",2024-05-30,3
REV00640,ORD001393,PRD195,CUST0159,2,Wah ini sih murah meriah tapi berkualitas.,2023-03-01,12
REV00641,ORD001365,PRD014,CUST0628,3,"Mantap, langganan terus dari sini.",2022-05-06,1
REV00642,ORD000691,PRD110,CUST0599,5,"Modelnya simple, gampang di-mix and match.",2025-02-09,12
REV00643,ORD001606,PRD185,CUST0196,5,"Tidak sesuai ekspektasi, kurang puas.",2023-05-30,10
REV00644,ORD000459,PRD237,CUST0240,5,"Cocok buat hangout, modelnya kekinian.",2024-10-24,10
REV00645,ORD000772,PRD086,CUST0254,1,Kualitas oke untuk harga segini.,2023-07-14,0
REV00646,ORD002828,PRD298,CUST0608,5,"Tidak sesuai ekspektasi, kurang puas.",2025-03-02,8
REV00647,ORD000463,PRD006,CUST0413,5,"Bahannya enak banget, jahitan rapi. Recommended!",2025-02-11,26
REV00648,ORD000766,PRD180,CUST0605,4,Warna agak beda dari foto.,2023-12-03,0
REV00649,ORD001865,PRD286,CUST0321,5,"Pengiriman cepat, packaging rapi.",2024-05-11,8
REV00650,ORD000889,PRD052,CUST0380,5,,2022-11-01,0
REV00651,ORD000002,PRD256,CUST0478,5,"Mantap, langganan terus dari sini.",2025-02-27,6
REV00652,ORD002487,PRD064,CUST0120,4,"Bahan premium, jahitan kuat.",2022-06-06,24
REV00653,ORD001484,PRD111,CUST0395,4,"Modelnya simple, gampang di-mix and match.",2023-10-05,0
REV00654,ORD001900,PRD079,CUST0252,4,"Cocok buat hangout, modelnya kekinian.",2024-10-08,0
REV00655,ORD001797,PRD248,CUST0658,3,"Awalnya ragu, ternyata kualitasnya oke.",2024-11-24,8
REV00656,ORD002821,PRD232,CUST0344,4,"Bahan adem, cocok buat sehari-hari.",2024-04-14,25
REV00657,ORD002640,PRD095,CUST0757,5,"Bagus banget, packaging juga aman.",2022-04-19,3
REV00658,ORD001421,PRD116,CUST0132,2,"Bahannya enak banget, jahitan rapi. Recommended!",2023-09-17,12
REV00659,ORD001638,PRD057,CUST0316,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2024-02-04,0
REV00660,ORD001674,PRD064,CUST0225,5,"Sesuai deskripsi, akan beli lagi.",2023-12-06,2
REV00661,ORD000602,PRD267,CUST0151,4,"Agak mengecewakan, bahannya panas.",2024-02-05,9
REV00662,ORD001482,PRD127,CUST0089,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-05-15,7
REV00663,ORD002001,PRD215,CUST0454,2,,2023-10-30,10
REV00664,ORD001088,PRD037,CUST0325,2,"Tidak sesuai ekspektasi, kurang puas.",2022-08-28,0
REV00665,ORD002780,PRD220,CUST0649,5,"Bahannya enak banget, jahitan rapi. Recommended!",2022-06-02,3
REV00666,ORD001135,PRD237,CUST0612,3,"Produk sampai dengan cepat, sesuai ekspektasi.",2024-07-16,1
REV00667,ORD001625,PRD054,CUST0508,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2024-06-24,0
REV00668,ORD000236,PRD264,CUST0423,4,"Produk sampai dengan cepat, sesuai ekspektasi.",2023-10-15,0
REV00669,ORD002991,PRD043,CUST0609,2,"Tidak sesuai ekspektasi, kurang puas.",2024-05-24,5
REV00670,ORD002966,PRD208,CUST0130,4,"Produk original, terima kasih seller.",2024-02-01,5
REV00671,ORD001948,PRD212,CUST0007,5,"Sesuai deskripsi, akan beli lagi.",2025-01-31,0
REV00672,ORD002005,PRD009,CUST0022,2,Kualitas oke untuk harga segini.,2022-03-09,0
REV00673,ORD001405,PRD125,CUST0691,5,"Bagus banget, suka sama designnya.",2024-10-09,4
REV00674,ORD002553,PRD220,CUST0402,5,"Produk original, terima kasih seller.",2022-01-24,44
REV00675,ORD000775,PRD118,CUST0694,5,"Bahannya enak banget, jahitan rapi. Recommended!",2024-07-20,0
REV00676,ORD002571,PRD128,CUST0134,5,"Untuk harga segini, kualitasnya mantap.",2023-08-01,0
REV00677,ORD001601,PRD200,CUST0208,4,"Bagus banget, packaging juga aman.",2024-05-24,1
REV00678,ORD001137,PRD125,CUST0346,3,Kualitas oke untuk harga segini.,2024-08-12,0
REV00679,ORD000198,PRD067,CUST0197,5,"Ukuran pas di badan, warna sesuai foto.",2024-10-08,0
REV00680,ORD002708,PRD269,CUST0538,5,"Bahannya enak banget, jahitan rapi. Recommended!",2023-10-19,0
REV00681,ORD001780,PRD205,CUST0171,2,"Jahitannya kurang rapi, tapi masih bisa dipake.",2025-02-07,0
REV00682,ORD001297,PRD168,CUST0572,5,"Cocok buat hangout, modelnya kekinian.",2024-01-18,42
REV00683,ORD001499,PRD187,CUST0065,5,"Kainnya tipis, agak kecewa.",2024-05-11,3
REV00684,ORD000491,PRD248,CUST0261,4,"Mantap, langganan terus dari sini.",2024-11-17,8
REV00685,ORD001767,PRD160,CUST0188,3,"Tidak sesuai ekspektasi, kurang puas.",2023-07-19,6
REV00686,ORD000654,PRD101,CUST0398,4,"Bahannya enak banget, jahitan rapi. Recommended!",2023-10-12,0
REV00687,ORD000583,PRD008,CUST0445,4,"Modelnya keren, fit di badan.",2023-06-19,2
REV00688,ORD002919,PRD006,CUST0136,4,"Jahitannya kurang rapi, tapi masih bisa dipake.",2023-07-26,0
REV00689,ORD002036,PRD107,CUST0135,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-03-26,5
REV00690,ORD002477,PRD284,CUST0231,4,"Kainnya tipis, agak kecewa.",2022-01-24,6
REV00691,ORD002866,PRD281,CUST0531,5,,2023-07-04,0
REV00692,ORD002250,PRD044,CUST0500,5,"Ukuran agak kekecilan, tapi bahan oke.",2023-08-30,0
REV00693,ORD002909,PRD043,CUST0210,5,"Bahan adem, cocok buat sehari-hari.",2025-02-25,0
REV00694,ORD001557,PRD077,CUST0120,5,,2024-02-12,6
REV00695,ORD000744,PRD214,CUST0344,5,"Ukuran sesuai size chart, recommended.",2024-11-03,0
REV00696,ORD000437,PRD079,CUST0404,4,"Untuk harga segini, kualitasnya mantap.",2023-01-25,7
REV00697,ORD002904,PRD266,CUST0066,5,"Produk original, terima kasih seller.",2022-01-08,0
REV00698,ORD000367,PRD130,CUST0116,5,"Pengiriman cepat, packaging rapi.",2024-04-17,5
REV00699,ORD002105,PRD271,CUST0618,3,"Pelayanan seller ramah, fast response.",2025-01-29,0
REV00700,ORD000166,PRD118,CUST0111,4,Pengiriman ngaret tapi barang bagus.,2025-01-21,0
REV00701,ORD002889,PRD058,CUST0066,4,"Suka banget, repeat order pasti.",2022-06-22,8
REV00702,ORD000484,PRD297,CUST0759,5,"Suka banget, repeat order pasti.",2024-11-12,7
REV00703,ORD001445,PRD038,CUST0107,4,"Bahan adem, cocok buat sehari-hari.",2023-05-14,0
REV00704,ORD002316,PRD296,CUST0099,1,,2024-02-26,13
REV00705,ORD002189,PRD285,CUST0772,5,"Cocok buat hangout, modelnya kekinian.",2023-12-25,0
REV00706,ORD001711,PRD192,CUST0797,5,"Ukuran pas di badan, warna sesuai foto.",2024-03-28,7
REV00707,ORD000499,PRD215,CUST0635,4,Worth it dengan harganya.,2023-03-19,2
REV00708,ORD000249,PRD209,CUST0368,5,"Pelayanan seller ramah, fast response.",2023-05-09,0
REV00709,ORD000343,PRD258,CUST0399,4,"Bahannya enak banget, jahitan rapi. Recommended!",2023-05-29,0
REV00710,ORD001735,PRD115,CUST0110,5,"Bahannya enak banget, jahitan rapi. Recommended!",2023-09-14,50
REV00711,ORD001970,PRD006,CUST0103,4,,2024-11-02,10
REV00712,ORD001358,PRD298,CUST0448,2,"Cocok buat hangout, modelnya kekinian.",2024-11-25,3
REV00713,ORD000160,PRD031,CUST0027,4,"Cocok buat hangout, modelnya kekinian.",2022-09-01,0
REV00714,ORD000857,PRD028,CUST0093,5,,2025-03-03,4
REV00715,ORD002161,PRD179,CUST0426,2,,2024-04-07,0
REV00716,ORD001153,PRD047,CUST0565,5,"Suka banget, repeat order pasti.",2023-03-16,0
REV00717,ORD002534,PRD175,CUST0717,4,"Pengiriman cepat, packaging rapi.",2025-01-30,12
REV00718,ORD001930,PRD063,CUST0453,4,Produknya bagus tapi pengiriman lama.,2024-05-07,0
REV00719,ORD002179,PRD028,CUST0594,5,Wah ini sih murah meriah tapi berkualitas.,2025-01-23,9
REV00720,ORD002929,PRD213,CUST0407,5,Wah ini sih murah meriah tapi berkualitas.,2022-11-27,0
REV00721,ORD001010,PRD246,CUST0201,2,,2024-10-06,10
REV00722,ORD000446,PRD285,CUST0215,4,Worth it dengan harganya.,2023-09-01,20
REV00723,ORD002788,PRD287,CUST0133,4,Pengiriman ngaret tapi barang bagus.,2023-06-14,31
REV00724,ORD001681,PRD136,CUST0660,3,,2024-01-04,6
REV00725,ORD000380,PRD159,CUST0300,4,"Agak mengecewakan, bahannya panas.",2023-07-23,0
REV00726,ORD002298,PRD283,CUST0750,3,Produknya bagus tapi pengiriman lama.,2023-04-02,7
REV00727,ORD002531,PRD110,CUST0283,3,"Ukuran pas di badan, warna sesuai foto.",2023-01-22,36
REV00728,ORD001251,PRD227,CUST0271,4,"Agak mengecewakan, bahannya panas.",2024-09-19,0
REV00729,ORD000904,PRD116,CUST0619,5,"Agak mengecewakan, bahannya panas.",2023-05-07,20
REV00730,ORD001986,PRD254,CUST0632,4,Kualitas oke untuk harga segini.,2022-07-12,0
REV00731,ORD001160,PRD003,CUST0784,4,Kualitas oke untuk harga segini.,2023-12-10,0
REV00732,ORD001285,PRD258,CUST0783,2,"Modelnya simple, gampang di-mix and match.",2023-09-05,0
REV00733,ORD002542,PRD263,CUST0457,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-09-26,7
REV00734,ORD000162,PRD189,CUST0228,5,,2024-05-05,0
REV00735,ORD001858,PRD194,CUST0510,4,Worth it dengan harganya.,2024-08-05,4
REV00736,ORD000550,PRD026,CUST0635,4,"Bahannya enak banget, jahitan rapi. Recommended!",2023-06-18,7
REV00737,ORD000046,PRD128,CUST0708,4,"Ukuran agak kekecilan, tapi bahan oke.",2022-04-02,0
REV00738,ORD002986,PRD125,CUST0160,5,"Bahan adem, cocok buat sehari-hari.",2024-02-19,30
REV00739,ORD001284,PRD110,CUST0365,3,"Bahannya enak banget, jahitan rapi. Recommended!",2024-07-06,10
REV00740,ORD000468,PRD040,CUST0462,3,"Bagus banget, suka sama designnya.",2022-08-21,1
REV00741,ORD001138,PRD162,CUST0146,4,"Modelnya keren, fit di badan.",2024-07-04,1
REV00742,ORD000590,PRD103,CUST0560,3,"Bahannya enak banget, jahitan rapi. Recommended!",2024-01-15,5
REV00743,ORD000870,PRD041,CUST0101,5,Pengiriman ngaret tapi barang bagus.,2024-04-19,14
REV00744,ORD002057,PRD223,CUST0794,5,"Bagus banget, packaging juga aman.",2025-02-03,2
REV00745,ORD000875,PRD217,CUST0224,5,"Ukuran pas di badan, warna sesuai foto.",2023-06-09,0
REV00746,ORD001700,PRD138,CUST0574,4,"Ukuran agak kekecilan, tapi bahan oke.",2024-12-06,22
REV00747,ORD000211,PRD274,CUST0177,4,Pengiriman ngaret tapi barang bagus.,2023-06-06,0
REV00748,ORD002288,PRD092,CUST0747,5,"Pengiriman cepat, packaging rapi.",2025-01-25,46
REV00749,ORD001275,PRD151,CUST0745,4,"Bahan adem, cocok buat sehari-hari.",2024-10-16,0
REV00750,ORD002139,PRD210,CUST0446,4,"Modelnya keren, fit di badan.",2022-10-02,5
REV00751,ORD002812,PRD172,CUST0224,3,"Ukuran agak kekecilan, tapi bahan oke.",2022-12-01,9
REV00752,ORD001975,PRD248,CUST0328,2,"Cocok buat hangout, modelnya kekinian.",2022-12-13,0
REV00753,ORD001486,PRD004,CUST0019,5,"Modelnya keren, fit di badan.",2024-04-14,5
REV00754,ORD001827,PRD162,CUST0682,5,Produknya bagus tapi pengiriman lama.,2023-09-02,1
REV00755,ORD002689,PRD196,CUST0605,4,"Bahan premium, jahitan kuat.",2025-02-16,10
REV00756,ORD001749,PRD028,CUST0575,5,"Modelnya keren, fit di badan.",2022-01-15,0
REV00757,ORD000310,PRD127,CUST0538,5,"Ukuran agak kekecilan, tapi bahan oke.",2024-10-07,7
REV00758,ORD001086,PRD264,CUST0614,5,"Suka banget, repeat order pasti.",2024-06-21,30
REV00759,ORD002839,PRD203,CUST0650,3,,2024-05-16,4
REV00760,ORD001794,PRD029,CUST0130,2,"Bahan premium, jahitan kuat.",2023-01-28,0
REV00761,ORD002190,PRD182,CUST0677,5,"Modelnya simple, gampang di-mix and match.",2022-03-20,1
REV00762,ORD000589,PRD066,CUST0166,4,"Modelnya simple, gampang di-mix and match.",2023-12-18,10
REV00763,ORD002330,PRD187,CUST0556,5,Worth it dengan harganya.,2025-02-28,0
REV00764,ORD001655,PRD038,CUST0668,2,Produknya bagus tapi pengiriman lama.,2022-07-29,0
REV00765,ORD001377,PRD130,CUST0229,4,,2024-11-28,0
REV00766,ORD002494,PRD226,CUST0564,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2023-03-11,0
REV00767,ORD001225,PRD280,CUST0484,5,"Suka banget, repeat order pasti.",2023-05-23,0
REV00768,ORD002215,PRD109,CUST0380,3,"Mantap, langganan terus dari sini.",2024-05-17,0
REV00769,ORD002412,PRD115,CUST0215,3,"Awalnya ragu, ternyata kualitasnya oke.",2023-05-05,0
REV00770,ORD002647,PRD174,CUST0187,4,"Untuk harga segini, kualitasnya mantap.",2022-08-02,22
REV00771,ORD001423,PRD289,CUST0110,5,"Bahannya enak banget, jahitan rapi. Recommended!",2023-12-29,3
REV00772,ORD001072,PRD275,CUST0264,4,"Untuk harga segini, kualitasnya mantap.",2025-02-13,2
REV00773,ORD000528,PRD268,CUST0200,5,"Bahan premium, jahitan kuat.",2024-05-11,9
REV00774,ORD002599,PRD171,CUST0498,4,"Bahan premium, jahitan kuat.",2023-10-12,8
REV00775,ORD002285,PRD189,CUST0079,4,"Bagus banget, packaging juga aman.",2022-12-11,0
REV00776,ORD001885,PRD001,CUST0729,1,"Bagus banget, suka sama designnya.",2024-10-12,0
REV00777,ORD001422,PRD104,CUST0699,5,"Ukuran agak kekecilan, tapi bahan oke.",2025-02-16,0
REV00778,ORD000266,PRD183,CUST0406,5,"Untuk harga segini, kualitasnya mantap.",2023-11-29,0
REV00779,ORD002635,PRD293,CUST0009,5,,2024-09-06,0
REV00780,ORD000908,PRD280,CUST0171,5,"Modelnya keren, fit di badan.",2022-11-30,0
REV00781,ORD002342,PRD138,CUST0314,5,"Pengiriman cepat, packaging rapi.",2024-11-04,0
REV00782,ORD000287,PRD194,CUST0127,4,"Jahitannya kurang rapi, tapi masih bisa dipake.",2024-04-27,0
REV00783,ORD000355,PRD060,CUST0552,5,"Suka banget, repeat order pasti.",2024-12-02,5
REV00784,ORD002087,PRD129,CUST0655,5,"Produk original, terima kasih seller.",2023-06-12,6
REV00785,ORD000307,PRD020,CUST0708,4,"Agak mengecewakan, bahannya panas.",2025-03-04,0
REV00786,ORD000758,PRD187,CUST0021,5,"Untuk harga segini, kualitasnya mantap.",2025-03-03,3
REV00787,ORD000942,PRD296,CUST0717,5,"Bagus banget, packaging juga aman.",2022-04-05,0
REV00788,ORD001255,PRD181,CUST0538,5,"Bahan adem, cocok buat sehari-hari.",2022-06-03,6
REV00789,ORD001107,PRD178,CUST0460,4,,2024-05-19,14
REV00790,ORD001960,PRD182,CUST0013,5,"Pengiriman cepat, packaging rapi.",2024-01-27,35
REV00791,ORD000363,PRD122,CUST0570,5,Produknya bagus tapi pengiriman lama.,2024-10-20,0
REV00792,ORD000695,PRD025,CUST0161,5,"Mantap, langganan terus dari sini.",2024-05-19,9
REV00793,ORD000902,PRD270,CUST0412,4,"Cocok buat hangout, modelnya kekinian.",2024-06-09,0
REV00794,ORD002564,PRD181,CUST0270,5,"Sesuai deskripsi, akan beli lagi.",2024-09-08,15
REV00795,ORD002403,PRD129,CUST0635,5,"Bahannya enak banget, jahitan rapi. Recommended!",2024-03-20,0
REV00796,ORD001702,PRD173,CUST0452,5,"Jahitannya kurang rapi, tapi masih bisa dipake.",2023-12-13,0
REV00797,ORD000246,PRD034,CUST0475,5,"Modelnya simple, gampang di-mix and match.",2024-02-02,0
REV00798,ORD002329,PRD213,CUST0527,3,,2023-04-19,10
REV00799,ORD001714,PRD272,CUST0324,4,,2023-06-03,25
REV00800,ORD002823,PRD213,CUST0790,5,"Modelnya keren, fit di badan.",2025-02-09,11
REV00801,ORD002719,PRD051,CUST0325,5,"Produk original, terima kasih seller.",2024-08-04,21
REV00802,ORD002930,PRD083,CUST0723,5,"Mantap, langganan terus dari sini.",2023-02-09,8
REV00803,ORD000521,PRD126,CUST0450,2,Kualitas oke untuk harga segini.,2023-06-17,27
REV00804,ORD000214,PRD196,CUST0137,5,"Bahan premium, jahitan kuat.",2024-02-11,8
REV00805,ORD001614,PRD069,CUST0453,5,"Bagus banget, packaging juga aman.",2023-11-20,2
REV00806,ORD002793,PRD178,CUST0051,4,"Produk original, terima kasih seller.",2024-11-22,0
REV00807,ORD000381,PRD025,CUST0645,2,"Agak mengecewakan, bahannya panas.",2024-06-06,2
REV00808,ORD001623,PRD183,CUST0696,5,"Tidak sesuai ekspektasi, kurang puas.",2024-08-24,10
REV00809,ORD002060,PRD170,CUST0616,5,,2024-05-12,10
REV00810,ORD002038,PRD046,CUST0015,5,Produknya bagus tapi pengiriman lama.,2023-08-05,0
REV00811,ORD000925,PRD286,CUST0260,5,,2024-05-04,7
REV00812,ORD001414,PRD027,CUST0186,5,"Produk sampai dengan cepat, sesuai ekspektasi.",2022-10-21,0
REV00813,ORD001204,PRD163,CUST0759,5,,2022-01-25,0
REV00814,ORD000551,PRD280,CUST0013,3,Wah ini sih murah meriah tapi berkualitas.,2024-07-04,32
REV00815,ORD001020,PRD237,CUST0783,5,Pengiriman ngaret tapi barang bagus.,2022-11-20,0
REV00816,ORD000147,PRD255,CUST0597,5,"Produk original, terima kasih seller.",2023-03-23,31
